,index,Emotion,Statement
5776,4444,joy,When I got a letter from home.
5778,5201,joy,"When I heard my name being announced on the radio that I had been  _x000D_
successful in an interview for admittance for a medical Assistant  _x000D_
training course. I was really happy and I enjoyed myself by  _x000D_
dancing to music from the Radio cassette."
5780,2640,fear,"Almost crashing into the back of a car while driving along the  _x000D_
motorway on my motorcycle."
5781,4988,joy,"When my sister's first child came home, after one week in  _x000D_
intensive care at the hospital."
5783,5134,joy,"When India won the Prudential cup by beating West-Indies in the  _x000D_
final match and became the world cricket champion.  West-Indies  _x000D_
was the strongest of the eight countries which participated in  _x000D_
the competition."
5784,2446,fear,"I felt fear when once I was asleep and dreamed that I was dying  _x000D_
asfixiated by a cardiac attack, I was afraid and woke up  _x000D_
desperate. Altough I wasn't afraid of death I was afraid."
5785,2819,fear,"One evening, when I had gone fishing with my friends, we heard  _x000D_
the roar of a lion near by and had to run for our lives."
5793,4989,joy,When I met my mother after not having seen her for three years.
5794,2236,fear,I was nearly knocked down while I was cycling.
5795,4862,joy,"When I pass exams, or when a close friend of mine recovered  _x000D_
from an illness,etc."
5797,2710,fear,"I went to the apartment of my boyfriend and saw some people  _x000D_
before his door. I thought that something had happened."
5799,2894,fear,"When I entered the dissection room for the first time and was  _x000D_
exposed to preserved dead human bodies."
5800,4586,joy,"Joy of giving birth, and of sharing that joy with my husband.  _x000D_
Moments of complete happiness and feelings of so much love."
5804,2212,fear,"I was teaching someone to drive and when we were about to crash I  _x000D_
was scared."
5805,5121,joy,"The day I got married was the happiest day of my life.  Both of  _x000D_
us felt that we were right for each other in every way and we had  _x000D_
no doubts about our compatibility right from the day we got  _x000D_
engaged."
5807,2369,fear,When I had to assume a position which I didn't expect.
5815,2691,fear,"Standing in a crowed shop or in a closed room with too much  _x000D_
people in it. This gives me a fearful experience."
5820,2376,fear,"Once I spent a night with a friend at the secondary school. We  _x000D_
told each other horror stories and suddenly we heard uncanny  _x000D_
noises. I was terribly frightened."
5821,4960,joy,"When I fell in love with ""X"".  Overnight I felt confidence, self-esteem,     _x000D_
responsible and worthwhile."
5822,2161,fear,When my father was ill and was waiting for the results of his tests.
5834,4655,joy,"That was what I felt when I was finally accepted in the Bulgarian  _x000D_
Conservatorie after I had applied a couple of years."
5841,4858,joy,When I passed an important exam.
5846,2420,fear,"My brother and I were driving to Brisbane when he drove back onto  _x000D_
the road, perhaps cutting off another car but not noticeable -  _x000D_
this driver did his best to drive us off the road for about 1/2  _x000D_
an hour."
5848,2520,fear,"I was crossing the street together with some colleagues of mine  _x000D_
when I suddenly found myself almost under the wheels of a truck."
5852,4852,joy,"A friend of mine told me that I had passed the entrance exam to  _x000D_
the university."
5854,2614,fear,Assaulted by drunken neighbour.
5855,5105,joy,"My first feeling of falling in love.  Coming across a person who  _x000D_
made me feel love, happiness, joy, giving me a new and beautiful  _x000D_
future, who made me dream."
5858,5271,joy,First public speaking.
5862,4874,joy,"I was studying in the library and a class-mate told me that she  _x000D_
had obtained a grant to work in the library."
5865,4558,joy,"Getting a good mark for a subject I had worked hard at but  _x000D_
expected only a moderate mark."
5866,2178,fear,When I nearly collided with another car.
5868,2822,fear,"When I was going home, I saw somathing which looked like a snake    _x000D_
on the road but later I found out that it was only a stick."
5869,2318,fear,"My boyfriend hinted over the phone about wanting to ""be free"".   _x000D_
He thus did not say it point blank, silence followed."
5870,5023,joy,"When I heard that I had been selected fot the first year at the  _x000D_
university of Zambia.  This was after my form five at Chikola  _x000D_
secondary school."
5879,4592,joy,"When in the end of a semester I got the approval in a matter that  _x000D_
I judged very difficult."
5882,4702,joy,"I was very happy when I got the message that I had been accepted  _x000D_
as a student in medicine."
5884,5077,joy,"Reading a letter from a close friend who said he missed me and  _x000D_
cared for me."
5885,4700,joy,"I felt it when on duty in the hospital I understood that I was  _x000D_
not afraid to face death, that I also helped a little to relieve  _x000D_
the pains of a patient."
5886,4453,joy,"After my vacations, one day after a lecture it occured to me to  _x000D_
buy a rose for my mother.  We went together to a pub and my  _x000D_
mother told me that she would be getting married next Spring.  I  _x000D_
did not known about it and so was all the more glad."
5887,5186,joy,The joy came when I first proposed a girl at Secondary School.
5891,2225,fear,"Climbing a mountain to see a view, towards the top we suddenly  _x000D_
came across a ledge with a nearly sheer drop on either side,  _x000D_
which I had to cross."
5892,4672,joy,"Some time ago a close relative of mine got off cheap with the  _x000D_
worst."
5893,2391,fear,"After my boy-friend had beaten me for the first time, I always  _x000D_
trembled when somebody knocked on my door or when I heard steps  _x000D_
coming nearer."
5896,4986,joy,"I was very happy when I found out that I had passed with flying  _x000D_
colours and that I had made it to the university."
5897,4785,joy,"It appeared that I gave correct answers to all questions during  _x000D_
an examination of personality while I thought I performed very  _x000D_
badly. Even now, I don't know how I managed it."
5899,5305,joy,Made a wonderful driend who understands me.
5906,5085,joy,"I experienced joy at a friend's 22nd birthday party. We had good  _x000D_
food, good liquid, good company, good music, and an overall warm  _x000D_
atmosphere. The birthday girl and I communicate incredibly well.  _x000D_
I felt very content, warm and inspired just talking with her  _x000D_
giving her a neck massage."
5909,2218,fear,"We were driving a car of a friend of mine when we turned in the  _x000D_
wrong direction towards an unknown district, and nearly drove  _x000D_
down a precipice."
5911,2155,fear,"When I am out in the dark and a suspicious looking character  _x000D_
comes towards me."
5914,2602,fear,"I had this experience of fear when few people were fighting at a  _x000D_
social one night, which one of my relative was involved. My fear  _x000D_
was greatly for him because he was being assaulted badly."
5918,2746,fear,"I was walking along a subway when I saw a group of louts.  I was  _x000D_
rather afraid because I was alone."
5927,5275,joy,Talking to a close friend.
5931,5250,joy,I met a friend I had not seen for a long time on the street.
5937,4763,joy,Talking with someone I admire a lot.
5939,4725,joy,"Being reunited with my family after not having seen them for 5  _x000D_
years, at the airport. Sheer elation at getting through the  _x000D_
""paper work"" collecting bags and the anticipation of coming  _x000D_
through the customs gate."
5944,2216,fear,A reoccurring fear that something will happen to my relatives.
5945,2151,fear,"When, as a child, I was nearly knocked down by a car."
5946,2613,fear,"Being harrassed for being gay; suggestions of being physically  _x000D_
beaten - acting as informal bouncer in a gay bar."
5947,2480,fear,"I remember when I was a child of a storm that made me terribly  _x000D_
afraid. I thought that the house was coming down and that in the  _x000D_
next day I would be dead. Everybody was awake and I stayed all  _x000D_
night in bed without falling asleep."
5951,4921,joy,"When a cousin of mine was discharged from the hospital after        _x000D_
a long illness.  I had thought that this illness would never end."
5955,5256,joy,Scoring a goal in football match.
5956,5314,joy,Yesterday my friend gave me a gift and had dinner with me.
5957,4642,joy,When I was admitted to the Bulgarian State Conservatoire.
5961,2734,fear,"On a trip to Santander we wanted to stop at a curve because a  _x000D_
friend was sick, and the car skidded of the gravel."
5964,2448,fear,When I got in jungle where there was a great number of snakes.
5968,4486,joy,"Before Christmas I got to know a girl but our relationshop could  _x000D_
not consolidate before the holiday. Therefore it was a big  _x000D_
surprise to get a carefully hand-made present from her. - Our  _x000D_
relationship grew closer."
5971,2857,fear,"When burglars with guns forced themselves into my house and  _x000D_
ordered me to give them money or face death."
5977,5024,joy,When I won the best prize in the National science fair.
5989,3089,fear,"I was afraid when my boyfriend came home because my parents  _x000D_
disapproved him of his coming home. I thought they would chase me  _x000D_
out of the house."
5991,5228,joy,When I was selected to start Form I at Malosa Secondary school.
5993,2743,fear,"One night, walking along a park, I began to think that some  _x000D_
roughnecks would appear suddenly with knives and things like  _x000D_
that."
5994,2648,fear,"I have a fobic anxiety for elevators. This anxiety is worst at  _x000D_
the moment when the doors have to open. I have it often in the  _x000D_
elevator at our university."
5995,2474,fear,"I have been afraid several times. What marked me was that I  _x000D_
almost didn't enter University."
5998,5036,joy,When my parents complimented me very nicely on something.
6005,2967,fear,"When I walked to church with my roommate, a bum told us to call  _x000D_
the police and he started following us."
6009,5061,joy,Someone (a boy) paid special attention to me.
6013,2839,fear,"When I was an exploration with my friends and almost got lost in  _x000D_
an unfamiliar environment.  It was getting dark and we did not  _x000D_
know how to get back home."
6015,2569,fear,I am afraid before an exam or colloquium.
6021,3142,fear,"Finding out the great difference between China and the West in  _x000D_
science."
6024,4287,joy,"When I found out that I had passed the last two exams by a  _x000D_
margin of three marks."
6029,2864,fear,"One evening when my sisters, brothers and I were watching T.V my  _x000D_
kid brother took a big mirror and reflected light on the french  _x000D_
windows.  I thought that these lights that we could see were  _x000D_
coming from torches annd that it meant that there were thieves  _x000D_
outside."
6030,4291,joy,"When my sister - after a history of one abortion and one  _x000D_
stillbirth - gave birth to a perfectly healty boy."
6031,4757,joy,"When my former boyfriend and I reconciled and he decided that I  _x000D_
was very important to him. I had always wanted us to get back  _x000D_
together again, but had doubted the likelihood of this, so I was  _x000D_
very happy when my small amount of faith was vindicated."
6042,2951,fear,"Waiting for my girlfriend to come from her apt. to mine. She was  _x000D_
very late and I thought something awful had happened."
6046,4555,joy,"When I won the ""Under 18"" Showjumping at the Brookfield Show. The  _x000D_
competition was very stiff and there were many riders competing."
6050,5149,joy,When I realized that I loved someone of the opposite sex.
6051,2869,fear,"When thieves broke into my house at night and held my wife and me  _x000D_
on gun-point for at least ten minutes and took away a lot of  _x000D_
property."
6052,5181,joy,"My girlfriend who had been very far away from me came to my  _x000D_
place. She saw me and ran after me. I didn't know that she had  _x000D_
come. I couldn't see her. She held my shoulders standing behind  _x000D_
me."
6054,3162,fear,Staying in a relative's house which was broken in before.
6057,3004,fear,"When I had gone to a school picnic and was left behind in the  _x000D_
forest."
6060,2192,fear,"Slept in a chapel and in the middle of the night I realized that  _x000D_
there was someeone else in the chapel.  I never discovered who  _x000D_
it was and why he was there."
6066,2619,fear,Obscene phone call where the person knew my name.
6070,3068,fear,"It was last week on Saturday night when I was at Mchesi. I feared  _x000D_
to cross the Lilongwe River Bridge to come back to School due to  _x000D_
darkness - until somebody had to escort me."
6075,2825,fear,"When I took blood from a patient for alcohol estimation and  _x000D_
urine for some other examination, he told me that something bad  _x000D_
would happen to me as he would play magic on me."
6078,4570,joy,"Can't remember specific event - besides just being moderately  _x000D_
happy until a year or so ago."
6086,2508,fear,"When there was a fight at home and my father threatened to throw  _x000D_
a chair on my brother."
6087,3000,fear,"When my son fell off the cot at the age of 5 months, I became  _x000D_
very nervous and thought that it would cause defects in his head.  "
6088,4762,joy,"Seeing my sister after about 2 years of not seeing her. Only  _x000D_
spent 1 hour or so before she was off overseas with her husband  _x000D_
for 3 months."
6093,2970,fear,I felt fear when I was young and left in my big house all alone.
6094,2501,fear,When I had to talk with an important person about a job.
6095,4898,joy,"One night, at a friend's place I realized that I had everything I  _x000D_
most wished, around me."
6103,5208,joy,When I passed my MSCE Exams and was selected to go to college.
6108,4684,joy,When my affairs with the girl I love settled positively.
6115,3174,fear,"Once, before I had learnt to swim, I stepped on a slippery slope  _x000D_
where there was a lot of moss and I slipped into the water.  The  _x000D_
water was very deep and I could not stand on my feet.  I sank  _x000D_
and had to use a lot of energy."
6117,5098,joy,"After much trouble getting together in the first place my  _x000D_
boyfriend and I celebrated our first anniversary."
6135,2867,fear,When I thought that I had failed the examination.
6137,3207,fear,"One camping night, I listened to the ghost stories told by my  _x000D_
classmates.  "
6139,4838,joy,"For a few days I felt very miserable, distressed and listless,  _x000D_
with crying fits. When this was over I felt very happy, although  _x000D_
there was no special reason."
6140,2641,fear,"I went to see a movie and I went with a friend, it was really  _x000D_
frightening and it made me stop and think about the world around  _x000D_
me and what it is really like out there. I was frightened all  _x000D_
that night."
6141,2433,fear,"When cleaning up a pile of junk under our house, a huge spider (a  _x000D_
""Jungle Spider"") ran out near me. (I do not like even small  _x000D_
spiders)."
6145,2166,fear,"I wandered by mistake into the safety zone of a shooting range,  _x000D_
and was shot at."
6147,3026,fear,"My friend started to misunderstand and hurt me._x000D_
"
6149,2193,fear,"When I was cycling past a parked car someone opened the door and  _x000D_
nearly pushed me off my bike and into the traffic."
6150,4818,joy,"Occurs frequently. A recent experience: when going out with many  _x000D_
friends, nice music, after the examinations, I felt so happy I  _x000D_
could have embraced everybody."
6151,4675,joy,When my son was born.
6153,5113,joy,I was very happy when I passed the B.A with first class marks.
6158,5361,joy,"In August,1983, the long awaited ""big envelope"" (a document for  _x000D_
C.U.H.K admission) arrived.  It was in the afternoon and I had  _x000D_
not been doing anything.  When the postman, with his big bag,  _x000D_
knocked on the door I knew what it was about.  I hurriedly  _x000D_
opened the envelope and my mood at that time is hard to describe.  _x000D_
 It lasted several hours and only calmed down later."
6159,2311,fear,When climbing up the stairs to the top of a ski-jumping hill.
6171,3013,fear,Before the declaration of the S.S.C results.
6173,5332,joy,When I was admitted to the Chinese universiity.
6176,5042,joy,Reading a nice book and talking about it to my friend.
6182,4897,joy,"[ Any situation in everyday life has this emotional sense, in  _x000D_
class, in the street, at home, at the table..........]"
6184,4282,joy,"At a friend's birthday party with some of my closest friends.  It  _x000D_
was all very pleasant and one could say that I was happy to have  _x000D_
such good friends."
6186,2421,fear,Fear of sexual overtures from a close relative in the family.
6188,2382,fear,"At about midnight I had to go by bike through Graz alone. On the  _x000D_
whole it was a distance of several kilometers. A car followed me  _x000D_
through the streets. Only when I went into a one-way street the  _x000D_
car disappeared. The rest of my way home I was very afraid."
6189,4386,joy,Succeeding in helping others.
6191,4539,joy,"I noticed that Meryl Streep and I had similar cheekbones and jaw  _x000D_
structure."
6193,4993,joy,When I got my results ( I had made it to the second year ).
6196,5323,joy,I finished my homework
6199,2593,fear,"Walking home at night after university - part of the way, there  _x000D_
are ano lights and I am walking down a thoroughfare with the  _x000D_
thouth of no one hearing me if I have to scream."
6201,2259,fear,"Going home alone through the forest after a girl guide (scout ?)  _x000D_
meeting."
6203,2742,fear,"We were in the country and I walked away from the others one  _x000D_
night.  Suddenly something moved sharply in front of me and I was  _x000D_
not able to see what it was."
6208,3033,fear,"It was the time when I was in no position to secure a Ist class  _x000D_
in the M.Sc exam and this was likely to affect my career."
6218,2675,fear,"Once, late at night, I was biking home and overtook a man. He  _x000D_
said to me ""Hello darling"" I was terrified and imagined the  _x000D_
wildest scenes."
6220,3010,fear,"I was then in the 10th standard and was going to my native place.  _x000D_
 The last bus had already left and so I started walking, it soon  _x000D_
became quite dark.  The road was a village road and was deserted,  _x000D_
I was not even sure if that was the right way.  I finally reached  _x000D_
home at 10 P.M."
6225,4316,joy,When I was acceptted as a student of psychology.
6226,2595,fear,"A Maori language oral test, yeaterday - Although I had studied  _x000D_
intensely - once in the examiners room ""I blew it"" -  I was so  _x000D_
nervous I couldn't reply easily - It was very important, but I  _x000D_
got only blankness."
6230,2737,fear,When they tried to rob me.
6231,2588,fear,"It was some years ago when one evening some people came home and  _x000D_
told us my father was badly injured in an accident."
6233,5267,joy,Earth crake.
6234,4733,joy,"A good friend, the wife of the vicar of my church came up to me  _x000D_
from the pews (I am in the choir) and shook my hand during the  _x000D_
time for an informal ""greeting"" in the church service. She said a  _x000D_
few words."
6236,4322,joy,"When my husband suddenly came to see me at my new job and  _x000D_
brought some flowers and cake with him."
6245,4660,joy,Having passed an exam.
6248,2533,fear,"I experienced it once when we were on a drive. Our car passed by  _x000D_
the one comming from the opposite direction at an incredibly  _x000D_
small distance."
6254,2606,fear,"My daughter was 2 yrs she went up to a colt tried to hit it. It  _x000D_
turned on her and kicked her over the heart, sent her flying  _x000D_
through the air. I left my mother and sister to deal to her as  _x000D_
they are nurses. I felt I didn't want to know if she was going to  _x000D_
die, it was just too much."
6268,4995,joy,When I learnt that I had been accepted at UNZA.
6270,2327,fear,"I saw a man who had had a heart-attack and who was being  _x000D_
treated for it.  I feared that my own father could have been  _x000D_
there."
6280,3168,fear,"Once while walking along a hill; I fell down out of carelessness  _x000D_
and I broke my left arm."
6287,5242,joy,"Found money on the road and returned it to the owner through  _x000D_
police."
6290,5073,joy,"When I finally got a job after days of wondering whether I would  _x000D_
be hired or not and counting on the money that it would bring."
6292,4458,joy,"When my favourite football team made a goal and was about to  _x000D_
win the Cup of England."
6298,2952,fear,"I needed a recommendation for something. I decided that the best  _x000D_
person to get one from was a professor who I had never talked to  _x000D_
before. I felt a lot of fear going up after class to ask him to  _x000D_
recommend me considering he had never heard my name before. But I  _x000D_
did."
6303,2521,fear,"I woke up in the middle of the night of a nightmare, I was alone,  _x000D_
it was very quiet and very dark."
6304,2306,fear,"At the railway station, while waiting for the last train at night  _x000D_
I noticed that a drunk young man was appraching me in a  _x000D_
purposeful mannner."
6305,3117,fear,Could not find my way out in the college building at night.
6306,4499,joy,"When I met my girlfriend again in another town after a long  _x000D_
separation."
6309,4440,joy,When I met a good friend of mine after a long time.
6315,4537,joy,"On my birthday, when a very close friend sent me a huge bouquet  _x000D_
of flowers."
6322,4596,joy,"I felt happy when my mother borrowed me the car in order to let  _x000D_
me go out alone for the first time."
6327,5184,joy,When I married my wife and took her home for the first time.
6329,4472,joy,"After a one year's stay abroad, I returned home. I was even more  _x000D_
glad to see how much my family was pleased to see me."
6332,2470,fear,When there is danger nearby.
6335,2263,fear,Before important sports events.
6337,4442,joy,"I had just moved to the town where I study and I got a postcard  _x000D_
from a good friend (from my home town)."
6338,5021,joy,"When I heard that I had got the best result in school and would  _x000D_
be definately selected to the university of Zambia."
6339,5110,joy,"When I went for a picnic in Lonavala, I felt full of joy."
6340,2437,fear,Having my luggage checked at Customs.
6341,5094,joy,"I spent a lovely relaxing evening with my boyfriend. We played  _x000D_
games and talked all evening."
6348,2558,fear,I was going to knock down a pedestrian with my car.
6353,2842,fear,"I felt very frightened when a robber broke into our house and  _x000D_
threatened to shoot my father if he did not part with some money.  _x000D_
 I was looking at the man with his hand on the trigger."
6357,5341,joy,"[ During a certain period, I felt successful and extremely satisfied.    _x000D_
When I found that any tasks or decisions that I had made were better   _x000D_
than expected.]"
6361,2308,fear,"[ Meeting some new (unpleasant) people or some new, demanding  _x000D_
situation.]"
6366,4545,joy,I'd just got the top mark in an exam.
6373,4423,joy,"When I got an unexpected letter from  a guy, who had been my school  _x000D_
mate."
6377,4638,joy,"A friend of mine travelled very far. I miss her but feel joy too  _x000D_
because fer life is taking the right direction as she wants. So I  _x000D_
feel joy for her mainly."
6378,2589,fear,When I failed my first exam at the Higher Institute.
6380,2353,fear,"I am a ""cantor"" - I sing psalms in church. Several weeks ago I  _x000D_
had to sing too, but the organist did not tell me in time. As I  _x000D_
did not know the psalm, I was afraid and said that I could not  _x000D_
sing."
6381,4353,joy,"When I realised that I was forgiven by the God who is there, when  _x000D_
I realised how much God loves me and that my acceptance with him  _x000D_
is not based on my performance - that he loves me unconditionally  _x000D_
and showed that love in Christ who died because I do need  _x000D_
forgiveness."
6382,4726,joy,"My mother along with some of my friends gave me a surprise  _x000D_
birthday party - they invited a large number of my friends along  _x000D_
too."
6383,5138,joy,"My joy knew no bounds when I was selected for a job even before  _x000D_
having finished my studies."
6392,3024,fear,"When I was feeding a premature baby (7 months), the baby chocked.  _x000D_
This was when I was working in children's ward I thought I had  _x000D_
killed the baby."
6393,2546,fear,If a close relative's life is in danger.
6394,2902,fear,"When I was about to be bitten by my friend's dog, later on it bit  _x000D_
me."
6395,4321,joy,When i was asked to be a child's godmother.
6399,2377,fear,"One evening my father told me to go into the cellar and get him a  _x000D_
beer. I was terribly frightened at the idea of a man sitting in  _x000D_
the cellar and assaulting me. For my defence I took an empty  _x000D_
bottle with me."
6400,3011,fear,"One of my fellow students had bunked field work and in my attempt  _x000D_
to cover up for him I myself was exposed, though not directly.   _x000D_
We were to meet our field work suprevisor and we were afraid of  _x000D_
the consequences."
6403,4745,joy,"Getting my kitten, found at work several years ago, taking him  _x000D_
home in a box on my motorbike, showing it to my defacto."
6416,2936,fear,"When I was going to bring back my girlfriend to LA to meet my  _x000D_
parents."
6417,5194,joy,"Time had struck 8 o'clock when I heard from the radio that I had  _x000D_
been selected to Robert Blake Secondary School for Form I. I was  _x000D_
very happy for the selection. My parents and I were very happy  _x000D_
and full of joy."
6418,2561,fear,"I felt fear when I sat for one of my exams. Though my fear was  _x000D_
not quite justifiable, I still remember about it."
6419,5112,joy,"When I passsed the M.S.C board exams with first class, which I  _x000D_
had not expected."
6424,2247,fear,"Climbing a mountain, I got stuck and realized I could get neither  _x000D_
up nor down."
6428,4974,joy,"Our only elder sister got married and started having pains in her  _x000D_
abdomen and she was told that she could not have children. To our  _x000D_
suprise she had a baby 2 months back."
6429,2498,fear,"I felt fear some months ago of losing the person whom I loved  _x000D_
when she said to me that she didn't love me."
6432,3125,fear,"Just arrived in the university, not knowing anybody."
6435,3205,fear,"Once, when I was ten, I could not remember why my mother was so  _x000D_
angry.  She fainted suddenly and I was very scared as I did not  _x000D_
know what to do ."
6440,2666,fear,"When I had left my home, my father, under false pretences, got me  _x000D_
in his car and drove home where we were all alone. He was seethed  _x000D_
with rage because I withrew from his authority. He hit me, kicked  _x000D_
me and threatened me."
6443,4349,joy,"After having considered it for hours I was able to overcome my  _x000D_
scruples and to call a friend with whom I had fallen in love. I  _x000D_
realized that my decision was right - and was very glad."
6448,5307,joy,Talking with a nice girl.
6449,2180,fear,"I had been watching a triller a dark night in the country and I  _x000D_
had to go the outside toilet on my own. "
6452,3078,fear,"I was with my boyfriend forgetting that I had left the house  _x000D_
unlocked. Unfortunatly a thief came and stole all the kitchen  _x000D_
utensils. Thereafter I was afraid of the consequences."
6457,5245,joy,"Coming to this lecture and listen to you talking about feelings,  _x000D_
I am so happy that foreigners have the same feelings as Chinese."
6460,5299,joy,Being elected as class leader.
6469,4942,joy,"As the time to get the results drew near I became more and more  _x000D_
anxious.  My friend called me and said, "" You have passed.""  My  _x000D_
heart was full of joy."
6471,3111,fear,Before examination.
6474,2331,fear,When I was walking on a fairly out-of-the-way street.
6475,2736,fear,"There was an earthquake for several minutes and I was on the  _x000D_
eight floor."
6476,5027,joy,When I was selected to the university of Zambia.
6477,2145,fear,"Every time I imagine that someone I love or I could contact a  _x000D_
serious illness, even death."
6481,5315,joy,When my application for studying the masters degree was accepted. 
6482,5000,joy,"When I received the acceptance form for the second year at  _x000D_
university."
6488,4809,joy,A recurrent lovesickness.
6492,2404,fear,"I was awakened by a dream in the middle of the night. I dreamt  _x000D_
that a stranger was in my house."
6494,2767,fear,"I had an accident in which I hurt my eye.  I was afraid of having  _x000D_
injured it badly."
6497,5022,joy,"When I was accepted into the medical school.  Medicine is a  _x000D_
profession that I have desired ever since my childhood."
6499,2211,fear,"A gang of screaming and drunk youths ""captured"" a tram."
6501,2158,fear,"When I could not find my 2 year old daughter.  I ran and looked  _x000D_
for her everywhere and could not find her.  (I finally found her,  _x000D_
she had gone to bed to sleep)"
6506,4327,joy,"When I was offered a high position of trust, which I later  _x000D_
accepted."
6507,4961,joy,"The day I got a telegram telling me that I had been selected for  _x000D_
a B.A at UNZA.  I felt happy because I had not expected to be  _x000D_
selected."
6509,2368,fear,"I was sleeping in my room but woke in the middle of the night to  _x000D_
think I could hear noises and see shadows moving. I felt that  _x000D_
someone was in the house."
6511,2815,fear,"The time I was threatened with expulsion from secondary school (form  _x000D_
four)."
6517,4836,joy,On my birthday when several good friends came to visit me.
6518,4699,joy,When I was accepted as a student.
6519,2990,fear,"It so happened that while staying at anaunt's place I discovered  _x000D_
that I was afraid of sleeping in pitch darkness.  The room  _x000D_
which my sister and I were sharing had no light, and I would  _x000D_
refuse to sleep without having the light of the adjoining  _x000D_
bathroom switched on."
6520,2237,fear,Disappointment over a friend.
6522,2454,fear,Introducing myself at a first tutorial this year at University.
6523,2268,fear,"The house was on fire, and I was saved by the dog. I am afraid of  _x000D_
the fire, verging on panic."
6529,2659,fear,"My father was very angry with me, and I locked me up in the  _x000D_
shower. Then my father knocked his fist through the door, I was  _x000D_
scared to death."
6530,2635,fear,"As a passenger in a vehicle travelling from the steep side of  _x000D_
Arthur's Pass in the middle of a sleet-storm, icy roads, sheer  _x000D_
chasms to one side, sheer face to the other."
6533,2357,fear,"I was at home alone and my mother had asked me to heat the house.  _x000D_
I put too much fuel into the stove. It began to glow and there  _x000D_
was a noise in the whole house as if it was going to explode."
6538,4884,joy,"At a party, on New Year's Eve, I met on old friend whom I had not  _x000D_
seen for some time"
6540,2721,fear,"When I get into the tube or the train without paying for the  _x000D_
ticket."
6541,2364,fear,"When I saw a good male friend unexpectedly after a year, as I've  _x000D_
just returned from overseas. I was feeling tired, looking a mess,  _x000D_
and nervous."
6546,4999,joy,My son passed grade 7 and was accepted for form I.
6548,3018,fear,"Once I was very frightened at night as I had a very fearful and  _x000D_
terrifying dream, I could not go back to sleep for a long time."
6553,5243,joy,Helping in the nursery school.
6555,4414,joy,I got a fairly large amount of my taxes back.
6558,2203,fear,"Last Summer I was walking along the beach in a bikini and an  _x000D_
awful man came cycling after me.  He was shouting and I ran as  _x000D_
fast as my legs could carry me."
6573,5362,joy,I received a letter from a distant friend.
6574,4312,joy,"When I was at a party I met an old friend from an adult  _x000D_
education course.  We had not met for 2 years but had both thought  _x000D_
a lot about each other.  A wonderful experience. _x000D_
"
6576,5044,joy,Good dinner on the National Day.
6577,4996,joy,"When I received the acceptance letter from UNZA.  I had just  _x000D_
come home from work when my kind sister handed me an enveloppe  _x000D_
which I opened and was overcome with joy."
6580,5334,joy,When I finished the work that I had planned to do - my homework.
6582,2720,fear,"My grandmother several times has been struck by cerebral  _x000D_
hemorrhages. Until now she recovered well each time, but there is  _x000D_
always the threat to loose her."
6583,4954,joy,"When I heard that someone who is very close to me did very well  _x000D_
in the exams despite having fooled around a lot."
6589,4915,joy,"The final marks were to be given in the morning.  I wanted to get  _x000D_
there late because I was very afraid.  When I arrived there,  _x000D_
everybody was very happy and I had also passed.  We had a  _x000D_
wonderful time all day long."
6591,4644,joy,"I felt joy most strongly some years ago, when I took part in a  _x000D_
NH Competition and I was the first."
6597,2195,fear,When I was nearly attackad by a man who had been chasing me.
6602,4671,joy,"When, for example, I was in my eleventh school year and I learned  _x000D_
I had been classed for the Bulgarian Language and Literature  _x000D_
National Olympiad."
6604,4606,joy,When a person that I like very much got near to me.
6609,4562,joy,Getting back with my boyfriend after a year away - apart.
6610,2568,fear,"When I have to go in for an exam and the examinor is a person  _x000D_
with a whimsical character and unsteady requirements."
6613,5168,joy,"The moment I got the news that I had been selected for the U.G.C  _x000D_
junior national research fellowship.  It was a dream come true."
6616,4617,joy,When I got a record as a gift from a friend.
6617,2777,fear,"I was in my village when a bull jumped over a fence and started  _x000D_
chasing my friends and me.  We were very frightened till we  _x000D_
climbed up a tree."
6622,4535,joy,Getting a phone call from a very old friend.
6624,3157,fear,Being alone in the room at night.
6630,2959,fear,"I was to meet one of my friends (girl) at the library at 8:00  _x000D_
already dark. She would be walking alone. She was 45 minutes late  _x000D_
but I kept waiting, calling her room and other places she could  _x000D_
have been."
6632,2665,fear,"I went to the ballet lessons with a little friend in the dark. On  _x000D_
a very quiet place a boy approached us from behind and asked at  _x000D_
what time the lesson would be finished. I gave him an avoiding  _x000D_
answer, he took me up and wanted to run away with me."
6643,2148,fear,"When I climbed up a tree to pick apples.  The angle of the ladder  _x000D_
I was on did not enable me to get high enough.  This implied  _x000D_
that the ladder was not very stable."
6644,2890,fear,"A friend gave me a lift and we met a road-block.  He tried  to  _x000D_
turn back when an officer shouted at us to stop.  My friend took a  _x000D_
turn suddenly and the officer raised his gun but by the time we  _x000D_
were gone."
6645,3057,fear,"I was looking after my father's sheen in the forest. One day  _x000D_
while playing with friends from neighbouring villages the flock  _x000D_
escaped me and went into a far place. It became dark and I was  _x000D_
afraid of father. I went home and hid myself."
6646,2664,fear,"On a holiday in France I made a walk in the woods all alone and  _x000D_
very relaxed. Then a motorbike took me over and I saw the man  _x000D_
watching all the time. Suddenly the man stood behing me and I ran  _x000D_
away fast."
6647,4801,joy,"I thought that someone was angry with me but, by hindsight, that  _x000D_
didn't appear to be the case, he even liked me."
6650,3116,fear,Left alone in the dining hall at night.
6652,4588,joy,"Seeing a close friend who had just returned from twelve months  _x000D_
overseas."
